假名,日语汉字,中文翻译,容易混淆的单词,混淆词翻译
べつべつ,分开,一緒（いっしょ）,一起
ベテラン,老手,新人（しんじん）,新人
ヘリコプター,直升机,飛行機（ひこうき）,飞机
へる,減る,増える（ふえる）,增加
ぺん,钢笔,鉛筆（えんぴつ）,铅笔
へんしゅう,编辑,執筆（しっぴつ）,执笔
べんじょ,厕所,トイレ（toire）,厕所
ペンチ,钳子,ハサミ（hasami）,剪刀
ぼうえんきょう,望远镜,顕微鏡（けんびきょう）,显微镜
ほうがく,方向,場所（ばしょ）,地方
ほうき,扫帚,ちりとり（ちりとり）,簸箕
ほうげん,方言,標準語（ひょうじゅんご）,普通话
ぼうさん,和尚,神主（かんぬし）,神官
ぼうし,防止,攻撃（こうげき）,攻击
ほうしん,方针,計画（けいかく）,计划
ほうそう,包装,開封（かいふう）,开封
ほうそく,法则,例外（れいがい）,例外
ほうたい,绷带,包帯（ほうたい）,绷带
ぼうだい,巨大,小（ちい）,小
ほうちょう,菜刀,フライパン（furaipan）,平底锅
ほうていしき,方程式,答え（こたえ）,答案
ぼうはん,防范,犯罪（はんざい）,犯罪
ほうめん,方面,場所（ばしょ）,地方
ぼうや,小男孩,坊ちゃん（ぼっちゃん）,小少爷
ほうる,扔,持つ（もつ）,拿
ボーナス,奖金,給料（きゅうりょう）,工资
ほがらか,开朗,陰気（いんき）,阴郁
ぼくじょう,牧场,畑（はたけ）,旱田
ぼくちく,畜牧业,農業（のうぎょう）,农业
ほけん,保健,病気（びょうき）,生病
ぼしゅう,募集,採用（さいよう）,录用
ほす,晾干,湿らす（しらす）,弄湿
ポスター,海报,チラシ（chirashi）,传单
ほっきょく,北极,南極（なんきょく）,南极
ぼっちゃん,小少爷,お嬢様（おじょうさま）,小姐
ほどく,解开,結ぶ（むすぶ）,系
ほり,护城河,川（かわ）,河
ほる,挖,埋める（うめる）,埋
ほる,雕刻,描く（かく）,画
ぼろ,破布,新品（しんぴん）,新品
ぼん,托盘,皿（さら）,盘子
ぼんち,盆地,平野（へいや）,平原
ほんぶ,总部,支部（しぶ）,支部
ほんらい,本来,実際（じっさい）,实际
まあまあ,还行,最高（さいこう）,最高
まいすう,张数,枚数（まいすう）,张数
まいど,每次,一回（いっかい）,一次
マイナス,减,プラス（purasu）,加
まく,卷,開く（ひらく）,展开
まく,播种,収穫（しゅうかく）,收获
まく,撒,集める（あつめる）,收集
まくら,枕头,シーツ（shītsu）,床单
まげる,弯曲,まっすぐ（massugu）,笔直
まごまご,不知所措,落ち着く（おちつく）,冷静
まさつ,摩擦,滑らす（すらす）,滑
まざる,混合,分かれる（わかれる）,分开
まざる,混合,分かれる（わかれる）,分开
まじる,混合,分かれる（わかれる）,分开
まじる,混合,分かれる（わかれる）,分开
マスク,口罩,メガネ（megane）,眼镜
まぜる,搅拌,分ける（わける）,分开
まぜる,混合,分ける（わける）,分开
またぐ,跨,歩く（あるく）,走
または,或者,そして（soshite）,而且
まちあいしつ,候车室,駅（えき）,车站
まちあわせる,会面,別れる（わかれる）,分别
まちかど,街角,交差点（こうさてん）,十字路口
まっくら,漆黑,明るい（あかるい）,明亮
まっくろ,漆黑,白い（しろい）,白色
まっさお,深蓝,赤（あか）,红色
まっさき,最先,最後（さいご）,最后
まっしろ,纯白,黒い（くろい）,黑色
まつる,祭祀,祈る（いのる）,祈祷
まどぐち,窗口,ドア（doa）,门
まとまる,收齐,散らかる（ちらかる）,杂乱
まとめる,整理,散らす（ちらす）,弄乱
まねる,模仿,創造（そうぞう）,创造
まぶしい,耀眼,暗い（くらい）,暗
まぶた,眼睑,目（め）,眼睛
マフラー,围巾,スカーフ（sukāfu）,围巾
まもなく,不久,今（いま）,现在
マラソン,马拉松,競歩（きょうほ）,竞走
まるい,圆,四角（しかく）,方形
まれ,稀少,よく（よく）,经常
まわりみち,绕道,直道（じきみち）,直道
まんいん,满员,空席（くうせき）,空席
マンション,公寓,家（いえ）,家
まんてん,满分,零点（れいてん）,零分
みおくる,送行,迎える（むかえる）,迎接
みおろす,俯视,見上げる（みあげる）,仰望
みかけ,外观,中身（なかみ）,内容
みかづき,新月,満月（まんげつ）,满月
みさき,海角,入り江（いりえ）,海湾
みじめ,悲惨,幸せ（しあわせ）,幸福
ミシン,缝纫机,手縫い（てぬい）,手缝
みせや,商店,会社（かいしゃ）,公司
みだし,标题,本文（ほんぶん）,正文
みちじゅん,路线,目的地（もくてきち）,目的地
みつかる,找到,失う（うしなう）,丢失
みつける,发现,見失う（みしなう）,看不见
みっともない,难看,かっこいい（kakkōī）,帅气
みなおす,重新评价,見捨てる（みすてる）,放弃
みなれる,看惯,初めて（はじめて）,初次
みにくい,丑,美しい（うつくしい）,美丽
みのる,结实,枯れる（かれる）,枯萎
みぶん,身份,名誉（めいよ）,名誉
みほん,样品,本物（ほんもの）,真品
みまう,探望,帰る（かえる）,回去
みまん,未满,以上（いじょう）,以上
みょうじ,姓氏,名前（なまえ）,名字
ミリ,毫米,センチ（senchi）,厘米
みる,诊察,治す（なおす）,治疗
みんかん,民间,政府（せいふ）,政府
みんよう,民谣,流行歌（りゅうこうか）,流行歌曲
むかう,面向,背く（そむく）,背离
むく,剥,着る（きる）,穿
むげん,无限,有限（ゆうげん）,有限
むじ,素色,柄（がら）,花纹
むしあつい,闷热,涼しい（すずしい）,凉快
むじゅん,矛盾,一致（いっち）,一致
むす,蒸,煮る（にる）,煮
むすう,无数,一（いち）,一
むらさき,紫色,赤（あか）,红色
むれ,群,単独（たんどく）,单独
めい,侄,甥（おい）,外甥
めいさく,名作,凡作（ぼんさく）,平凡作品
めいし,名片,サイン（sain）,签名
めいし,名词,動詞（どうし）,动词
めいしょ,名胜,故郷（こきょう）,故乡
めいずる,命令,従う（したがう）,服从
めいしん,迷信,科学（かがく）,科学
めいぶつ,名产,特産品（とくさんひん）,特产
めいめい,各自,全員（ぜんいん）,全员
めうえ,上级,目下（めした）,下级
メーター,仪表,時計（とけい）,钟表
めぐまれる,受惠,苦労（くろう）,辛苦
めぐる,巡游,止まる（とまる）,停
めざす,瞄准,外す（はずす）,偏离
めざまし,闹钟,時計（とけい）,钟表
めした,下级,目上（めうえ）,上级
めじるし,标记,特徴（とくちょう）,特征
めだつ,显眼,目立たない（めだたない）,不显眼
めちゃくちゃ,乱七八糟,整然（せいぜん）,整齐
めっきり,明显,少しずつ（すこしずつ）,一点点
めでたい,可喜,悲しい（かなしい）,悲伤
メニュー,菜单,料理（りょうり）,菜肴
めまい,头晕,頭痛（ずつう）,头痛
めやす,标准,基準（きじゅん）,基准
めんぜい,免税,課税（かぜい）,课税
めんせき,面积,体積（たいせき）,体积
めんせつ,面试,選考（せんこう）,选拔
めんどうくさい,麻烦,簡単（かんたん）,简单
もうかる,赚钱,損する（そんする）,亏本
もうける,赚钱,失う（うしなう）,失去
もうしわけない,抱歉,結構です（けっこうです）,没关系
モーター,马达,エンジン（enjin）,引擎
もくざい,木材,金属（きんぞく）,金属
もくじ,目录,索引（さくいん）,索引
もぐる,潜入,浮かぶ（うかぶ）,浮现
もしかしたら,或许,確実（かくじつ）,确实
もしかすると,或许,確実（かくじつ）,确实
もたれる,倚靠,立つ（たつ）,站立
モダン,现代,伝統（でんとう）,传统
もち,年糕,餅（もち）,年糕
もったいない,可惜,大切（たいせつ）,珍惜
モデル,模型,実物（じつぶつ）,实物
もともと,本来,現在（げんざい）,现在
ものおき,储藏室,部屋（へや）,房间
ものがたる,讲述,書く（かく）,写
ものさし,尺子,定規（じょうぎ）,尺子
ものすごい,惊人,普通（ふつう）,普通
モノレール,单轨电车,電車（でんしゃ）,电车
もみじ,红叶,桜（さくら）,樱花
もむ,揉,撫でる（なでる）,抚摸
もやす,烧,消す（けす）,熄灭
もよおし,活动,集まり（あつまり）,聚会
もる,盛,空（から）,空
もんどう,问答,独白（どくはく）,独白
やかましい,吵闹,静か（しずか）,安静
やかん,夜间,昼間（ちゅうかん）,白天
やかん,水壶,鍋（なべ）,锅
やくしゃ,演员,歌手（かしゅ）,歌手
やくしょ,政府机关,役所（やくしょ）,政府机关
やくす,翻译,通訳（つうやく）,口译
やくにん,公务员,政治家（せいじか）,政治家
やくひん,药品,健康食品（けんこうしょくひん）,健康食品
やくめ,职责,義務（ぎむ）,义务
やけど,烫伤,傷（きず）,伤
やこう,夜行,昼行（ちゅうこう）,昼行
やじるし,箭头,記号（きごう）,符号
やたらに,胡乱,慎重（しんちょう）,慎重
やっきょく,药店,病院（びょういん）,医院
やっつける,干掉,救う（すくう）,救助
やぬし,房东,借家人（かりやにん）,租客
やっぱり,果然,違う（ちがう）,不同
やぶく,撕破,繋ぐ（つなぐ）,连接
やぶれる,破,修理（しゅうり）,修理
やむをえない,不得已,可能（かのう）,可能
やわらかい,软,硬い（かたい）,硬
ゆうえんち,游乐园,公園（こうえん）,公园
ゆうかん,晚报,朝刊（ちょうかん）,晨报
ゆうこう,友好,敵対（てきたい）,敌对
ゆうそう,邮寄,配達（はいたつ）,配送
ゆうだち,夕立,骤雨,雨（あめ）,雨
ゆうひ,夕日,夕阳,日の出（ひので）,日出
ゆうゆう,悠々,悠然，从容,忙しい（いそがしい）,忙碌
ゆうりょう,有料,收费,無料（むりょう）,免费
ゆかた,浴衣,浴衣,着物（きもの）,和服
ゆげ,湯気,蒸汽,水（みず）,水
ゆけつ,輸血,输血,献血（けんけつ）,献血
ゆそう,輸送,运输,配送（はいたつ）,配送
ゆだん,油断,疏忽，大意,注意（ちゅうい）,注意
ゆでる,,煮,焼く（やく）,烤
ゆのみ,湯飲み,茶杯,コップ（koppu）,杯子
ゆるい,緩い,宽松，缓慢,きつい（きつい）,严格
ようがん,溶岩,熔岩,岩石（がんせき）,岩石
ようき,容器,容器,箱（はこ）,箱子
ようご,用語,术语，用语,専門用語（せんもんようご）,专业术语
ようし,要旨,要领，要点,内容（ないよう）,内容
ようじ,幼児,婴儿，幼儿,子供（こども）,孩子
ようせき,容積,容积,面積（めんせき）,面积
ようち,幼稚,幼稚,成熟（せいじゅく）,成熟
ようちえん,幼稚園,幼儿园,小学校（しょうがっこう）,小学
ようと,用途,用途，用处,目的（もくてき）,目的
ようひんてん,洋品店,洋品店,デパート（department）,百货商店
ようぶん,養分,养分,栄養（えいよう）,营养
ようもう,羊毛,羊毛,綿（わた）,棉花
ようやく,漸く,终于，好不容易,すぐに（すぐに）,马上
ようりょう,要領,要领，诀窍,手順（てじゅん）,步骤
よくばり,欲張り,贪婪,控えめ（ひかえめ）,节制
よけい,余計,多余,必要（ひつよう）,必要
よこす,,送来，转交,受け取る（うけとる）,接收
よごす,汚す,弄脏,洗う（あらう）,洗
よせる,寄せる,靠拢，使靠近,離れる（はなれる）,离开
よそ,余所,别处，他乡,ここ（ここ）,这里
よつかど,四つ角,十字路口,交差点（こうさてん）,交叉路口
よっぱらい,酔っ払い,醉汉,お酒（おさけ）,酒
よび,予備,预备,本番（ほんばん）,正式
よびかける,呼び掛ける,呼吁，号召,無視（むし）,无视
よびだす,呼び出す,叫出，传唤,呼ぶ（よぶ）,叫
よみがえる,蘇る,复苏，复兴,死ぬ（しぬ）,死亡
よる,因る,由于，因为,よって（よって）,因此
よろこび,慶び,喜悦，祝贺,悲しみ（かなしみ）,悲伤
よろこぶ,慶ぶ,庆祝，祝贺,悔やむ（くやむ）,哀悼
らいにち,来日,访问日本,出国（しゅっこく）,出国
らくだい,落第,落榜,合格（ごうかく）,及格
ラッシュアワー,,高峰时间,閑散時（かんさんじ）,闲散时间
らん,欄,栏，专栏,ページ（pēji）,页
ランチ,,午餐,朝食（ちょうしょく）,早餐
ランニング,,跑步,歩行（ほこう）,步行
らんぼう,乱暴,粗暴,乱暴（らんぼう），粗暴
りか,理科,理科,文科（ぶんか）,文科
りがい,利害,利害,無関係（むかんけい）,无关系
リズム,,节奏,テンポ（tenpo）,拍子
リットル,,升,ミリリットル（miririttoru）,毫升
リボン,,丝带,紐（ひも）,带子
りゃくす,略す,省略,詳しく（くわしく）,详细
りゅういき,流域,流域,上流（じょうりゅう）,上游
りょう,寮,宿舍,家（いえ）,家
りょうがわ,両側,两侧,片側（かたがわ）,单侧
りょうし,漁師,渔民,農家（のうか）,农家
りょうじ,領事,领事,大使（たいし）,大使
りょうしゅう,領収,收据,請求書（せいきゅうしょ）,账单
りんじ,臨時,临时,定例（ていれい）,定例
るすばん,留守番,看家,外出（がいしゅつ）,外出
れいがい,例外,例外,原則（げんそく）,原则
れいてん,零点,零分,満点（まんてん）,满分
れいとう,冷凍,冷冻,解凍（かいとう）,解冻
レインコート,,雨衣,傘（かさ）,雨伞
レクリエーション,,娱乐，消遣,仕事（しごと）,工作
レジャー,,休闲，娱乐,仕事（しごと）,工作
れっとう,列島,列岛,島（しま）,岛屿
レベル,,水平，级别,ランク（ranku）,等级
リポート,,报告,論文（ろんぶん）,论文
れんが,煉瓦,砖,石（いし）,石头
れんごう,連合,联合,対立（たいりつ）,对立
レンズ,,镜头，透镜,カメラ（camera）,相机
ろうそく,蝋燭,蜡烛,電気（でんき）,电灯
ローマじ,,罗马字,ひらがな（ひらがな）,平假名
ろくおん,録音,录音,録画（ろくが）,录像
ロッカー,,储物柜，更衣柜,箱（はこ）,箱子
ロビー,,大厅，门厅,部屋（へや）,房间
ろんずる,論ずる,论述，讨论,黙る（だまる）,沉默
わえい,和英,和英词典,英和（えいわ）,英和
わかる,分かる,明白，懂得,理解する（りかいする）,理解
わかれる,分かれる,分歧，分开,合流（ごうりゅう）,汇流
わかわかしい,若々しい,年轻,年寄り（としより）,年长
わく,湧く,涌出，沸腾,沈む（しずむ）,沉淀
わびる,詫びる,道歉,謝る（あやまる）,道歉
わふく,和服,和服,洋服（ようふく）,西服
わりあいに,わりあいに,比较,全部（まったく）,完全
わりざん,割算,除法,掛け算（かけざん）,乘法
わりと,わりと,比较，还算,あまり（あまり）,太
わりびき,割引,打折,正価（せいか）,原价
わん,椀,碗,茶碗（ちゃわん）,茶碗
わん,碗,碗,椀（わん）,碗
ワンピース,,连衣裙,スーツ（sūtsu）,西服
